id_client,age,sexe,zone,situation_matrimoniale,niveau_education,nombre_personnes_a_charge,secteur_activite,anciennete_activite_annees,revenu_mensuel_fcfa,charges_mensuelles_fcfa,anciennete_cooperative_mois,membre_groupe_solidaire,epargne_solde_moyen_fcfa,regularite_epargne,nombre_credits_anterieurs,taux_remboursement_historique_pct,jours_retard_moyen_historique,possede_mobile_money,frequence_transactions_mm_mois,interroge_bic,statut_bic,nombre_prets_actifs_autres_institutions,encours_credit_autres_institutions_fcfa,objet_credit,montant_credit_demande_fcfa,duree_credit_mois,garantie,ratio_endettement,defaut_credit
CSWA-02931,27,Femme,Rurale,Marié(e),Secondaire,1,Transport,9.1,70000,56000,117,0,10200,Aucune épargne,3,77.7,9.0,1,11,1,Jamais emprunté ailleurs,0,0,Evénement social,249000,18,Bien matériel,1.02,0
CSWA-02932,50,Femme,Urbaine,Marié(e),Aucun,8,Commerce informel,5.4,177000,69000,152,0,108100,Régulière,1,60.9,7.0,1,4,1,Bon payeur ailleurs (solde sans incident),0,0,Fonds de commerce,252000,6,Aucune,0.66,0
CSWA-02933,26,Femme,Urbaine,Marié(e),Primaire,3,Transport,4.4,79000,56000,93,0,18500,Aucune épargne,1,62.7,22.0,1,5,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,105000,12,Caution solidaire,0.83,0
CSWA-02934,39,Homme,Semi-urbaine,Célibataire,Primaire,4,Elevage,1.6,34000,16000,160,0,24700,Régulière,2,63.7,10.0,1,14,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,77000,24,Caution solidaire,0.58,0
CSWA-02935,56,Femme,Semi-urbaine,Divorcé(e),Primaire,3,Agriculture,10.7,186000,131000,105,0,268600,Régulière,2,91.4,14.0,1,10,1,Bon payeur ailleurs (solde sans incident),0,0,Equipement/Matériel,560000,24,Caution solidaire,0.84,0
CSWA-02936,29,Homme,Semi-urbaine,Marié(e),Primaire,3,Artisanat,3.0,43000,22000,85,1,36400,Irrégulière,3,56.8,1.0,1,8,1,Jamais emprunté ailleurs,0,0,Habitat/Réparation,88000,12,Caution solidaire,0.7,0
CSWA-02937,55,Homme,Urbaine,Marié(e),Secondaire,3,Transport,11.2,109000,69000,70,0,66400,Irrégulière,0,,,1,5,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,475000,3,Aval d'un tiers,2.26,0
CSWA-02938,52,Femme,Urbaine,Marié(e),Primaire,5,Commerce informel,4.1,117000,72000,83,1,127400,Irrégulière,0,,,1,10,1,Bon payeur ailleurs (solde sans incident),0,0,Fonds de commerce,469000,6,Aval d'un tiers,1.36,0
CSWA-02939,61,Femme,Rurale,Célibataire,Secondaire,3,Transport,2.7,79000,62000,86,1,91800,Régulière,0,,,0,0,1,Bon payeur ailleurs (solde sans incident),0,0,Santé,223000,9,Caution solidaire,1.14,0
CSWA-02940,26,Homme,Semi-urbaine,Marié(e),Aucun,3,Artisanat,5.7,138000,93000,171,1,341400,Irrégulière,3,80.2,2.0,1,8,1,Pret en cours ailleurs,1,165000,Evénement social,267000,12,Caution solidaire,0.96,0
CSWA-02941,52,Femme,Urbaine,Célibataire,Secondaire,2,Artisanat,3.3,86000,41000,30,0,34000,Régulière,2,94.2,2.0,0,0,1,Bon payeur ailleurs (solde sans incident),0,0,Fonds de commerce,189000,36,Caution solidaire,0.55,0
CSWA-02942,63,Homme,Urbaine,Marié(e),Primaire,9,Salarié secteur formel,4.7,147000,98000,84,1,152300,Régulière,3,87.4,19.0,0,0,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,213000,36,Aucune,0.71,0
CSWA-02943,54,Femme,Urbaine,Marié(e),Aucun,1,Restauration/Transformation,5.6,26000,17000,23,1,1000,Irrégulière,3,64.0,17.0,1,7,0,Non consulté,0,0,Santé,30000,12,Aucune,0.76,0
CSWA-02944,27,Femme,Semi-urbaine,Célibataire,Supérieur,3,Artisanat,8.6,32000,17000,1,1,2400,Irrégulière,1,88.1,1.0,1,9,1,Pret en cours ailleurs,1,91000,Fonds de commerce,34000,12,Bien matériel,0.89,0
CSWA-02945,57,Femme,Semi-urbaine,Marié(e),Supérieur,1,Agriculture,14.6,376000,181000,82,0,187700,Régulière,0,,,1,8,1,Bon payeur ailleurs (solde sans incident),0,0,Fonds de commerce,344000,12,Bien matériel,0.57,0
CSWA-02946,24,Femme,Rurale,Marié(e),Secondaire,1,Elevage,3.8,124000,100000,88,1,13700,Irrégulière,0,,,1,8,1,Jamais emprunté ailleurs,0,0,Elevage,542000,24,Aval d'un tiers,1.01,0
CSWA-02947,46,Femme,Urbaine,Marié(e),Supérieur,4,Salarié secteur formel,6.0,156000,67000,53,0,13800,Aucune épargne,3,65.3,16.0,1,11,1,Bon payeur ailleurs (solde sans incident),0,0,Elevage,199000,6,Bien matériel,0.67,0
CSWA-02948,42,Femme,Rurale,Marié(e),Primaire,2,Autre service,2.3,330000,139000,109,0,238100,Irrégulière,2,84.5,5.0,1,7,1,Jamais emprunté ailleurs,0,0,Evénement social,1111000,3,Aucune,1.68,0
CSWA-02949,43,Femme,Rurale,Marié(e),Aucun,4,Restauration/Transformation,7.8,68000,44000,3,0,8700,Aucune épargne,1,96.3,4.0,1,8,0,Non consulté,0,0,Elevage,141000,3,Bien matériel,1.42,0
CSWA-02950,43,Femme,Urbaine,Célibataire,Aucun,1,Transport,6.2,77000,39000,134,1,72200,Régulière,3,94.8,6.0,0,0,1,Jamais emprunté ailleurs,0,0,Elevage,72000,9,Aucune,0.62,0
CSWA-02951,20,Homme,Urbaine,Marié(e),Secondaire,3,Restauration/Transformation,1.6,33000,20000,75,0,28900,Régulière,0,,,1,7,0,Non consulté,0,0,Fonds de commerce,158000,9,Caution solidaire,1.2,0
CSWA-02952,42,Femme,Rurale,Marié(e),Secondaire,1,Transport,6.5,71000,34000,15,0,3700,Régulière,1,98.2,0.0,1,7,1,Bon payeur ailleurs (solde sans incident),0,0,Intrants agricoles,376000,6,Aucune,1.47,0
CSWA-02953,63,Homme,Urbaine,Marié(e),Supérieur,4,Commerce informel,3.2,70000,37000,168,0,44600,Régulière,1,83.5,11.0,1,7,1,Incident de paiement signale ailleurs,0,0,Elevage,302000,9,Bien matériel,1.07,0
CSWA-02954,39,Femme,Semi-urbaine,Marié(e),Secondaire,4,Agriculture,4.7,67000,37000,104,1,88500,Aucune épargne,1,89.2,0.0,0,0,1,Bon payeur ailleurs (solde sans incident),0,0,Equipement/Matériel,304000,18,Aval d'un tiers,0.83,0
CSWA-02955,32,Homme,Rurale,Veuf(ve),Secondaire,4,Artisanat,12.6,148000,93000,85,0,57800,Irrégulière,1,98.8,30.0,1,9,1,Incident de paiement signale ailleurs,0,0,Fonds de commerce,716000,6,Bien matériel,1.53,0
CSWA-02956,65,Homme,Urbaine,Marié(e),Aucun,6,Artisanat,1.8,123000,48000,110,0,133300,Régulière,2,89.5,1.0,1,9,1,Bon payeur ailleurs (solde sans incident),0,0,Fonds de commerce,151000,12,Bien matériel,0.5,0
CSWA-02957,23,Femme,Rurale,Marié(e),Aucun,4,Artisanat,8.2,138000,78000,100,0,5100,Irrégulière,2,60.9,2.0,1,12,0,Non consulté,0,0,Intrants agricoles,440000,12,Bien matériel,0.86,0
CSWA-02958,41,Homme,Rurale,Marié(e),Primaire,4,Autre service,2.9,42000,29000,123,1,3800,Régulière,4,65.2,0.0,1,10,1,Pret en cours ailleurs,1,168000,Equipement/Matériel,124000,36,Aucune,1.14,0
CSWA-02959,43,Homme,Urbaine,Divorcé(e),Secondaire,5,Salarié secteur formel,2.5,116000,82000,131,0,110900,Régulière,3,65.6,0.0,0,0,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,557000,12,Bien matériel,1.16,0
CSWA-02960,41,Femme,Rurale,Célibataire,Aucun,1,Salarié secteur formel,3.7,100000,49000,50,0,44900,Aucune épargne,2,72.9,11.0,1,11,1,Pret en cours ailleurs,2,210000,Fonds de commerce,121000,9,Bien matériel,0.83,1
CSWA-02961,62,Homme,Urbaine,Marié(e),Supérieur,2,Salarié secteur formel,2.4,105000,65000,117,0,18300,Régulière,2,90.1,2.0,1,15,1,Jamais emprunté ailleurs,0,0,Evénement social,237000,3,Aucune,1.46,0
CSWA-02962,38,Homme,Urbaine,Marié(e),Secondaire,5,Transport,16.6,89000,48000,138,0,146000,Irrégulière,1,49.1,10.0,1,16,1,Bon payeur ailleurs (solde sans incident),0,0,Fonds de commerce,431000,24,Caution solidaire,0.77,0
CSWA-02963,64,Femme,Rurale,Célibataire,Primaire,1,Restauration/Transformation,1.7,76000,28000,25,1,2500,Régulière,0,,,1,12,1,Bon payeur ailleurs (solde sans incident),0,0,Equipement/Matériel,414000,9,Caution solidaire,1.05,0
CSWA-02964,22,Homme,Rurale,Célibataire,Secondaire,5,Commerce informel,2.2,151000,85000,143,1,215900,Régulière,3,95.7,11.0,1,9,1,Pret en cours ailleurs,1,172000,Fonds de commerce,261000,18,Aucune,0.77,0
CSWA-02965,53,Homme,Urbaine,Marié(e),Primaire,0,Salarié secteur formel,1.3,160000,110000,63,1,103000,Régulière,3,59.1,7.0,0,0,1,Incident de paiement signale ailleurs,0,0,Fonds de commerce,245000,12,Caution solidaire,0.83,0
CSWA-02966,46,Homme,Urbaine,Célibataire,Secondaire,3,Commerce informel,3.2,108000,89000,25,0,18300,Aucune épargne,1,94.5,13.0,0,0,1,Pret en cours ailleurs,2,157000,Elevage,230000,12,Caution solidaire,1.15,1
CSWA-02967,30,Homme,Rurale,Marié(e),Primaire,3,Restauration/Transformation,5.7,106000,43000,128,0,96500,Régulière,1,59.3,6.0,0,0,1,Jamais emprunté ailleurs,0,0,Santé,438000,6,Caution solidaire,1.18,0
CSWA-02968,29,Homme,Urbaine,Marié(e),Primaire,4,Commerce informel,6.1,62000,35000,139,0,3200,Régulière,2,75.1,2.0,1,11,1,Incident de paiement signale ailleurs,0,0,Fonds de commerce,214000,6,Caution solidaire,1.21,1
CSWA-02969,52,Homme,Semi-urbaine,Marié(e),Aucun,6,Artisanat,6.6,57000,47000,100,1,46600,Régulière,2,76.5,21.0,1,5,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,83000,9,Caution solidaire,1.01,0
CSWA-02970,48,Femme,Rurale,Marié(e),Primaire,3,Agriculture,6.9,79000,46000,111,0,41800,Irrégulière,1,80.6,9.0,1,13,1,Bon payeur ailleurs (solde sans incident),0,0,Habitat/Réparation,167000,18,Aucune,0.71,0
CSWA-02971,47,Femme,Semi-urbaine,Marié(e),Secondaire,3,Restauration/Transformation,9.5,64000,51000,82,1,19200,Régulière,4,76.8,16.0,0,0,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,123000,6,Bien matériel,1.16,0
CSWA-02972,21,Homme,Rurale,Marié(e),Supérieur,2,Salarié secteur formel,12.8,66000,46000,79,0,10000,Régulière,2,81.4,8.0,1,9,0,Non consulté,0,0,Fonds de commerce,208000,6,Bien matériel,1.28,0
CSWA-02973,47,Homme,Semi-urbaine,Célibataire,Secondaire,7,Commerce informel,7.7,120000,94000,59,1,66100,Régulière,5,97.8,54.0,1,9,1,Bon payeur ailleurs (solde sans incident),0,0,Santé,192000,6,Caution solidaire,1.08,0
CSWA-02974,65,Femme,Urbaine,Célibataire,Aucun,3,Commerce informel,5.6,111000,81000,141,1,201700,Irrégulière,2,90.4,4.0,0,0,1,Pret en cours ailleurs,2,83000,Education,466000,6,Aucune,1.58,1
CSWA-02975,19,Femme,Urbaine,Marié(e),Supérieur,4,Fonctionnaire,3.0,129000,50000,89,1,24900,Régulière,1,87.6,3.0,1,11,0,Non consulté,0,0,Fonds de commerce,114000,6,Caution solidaire,0.55,0
CSWA-02976,41,Homme,Urbaine,Marié(e),Aucun,9,Commerce informel,6.0,51000,37000,23,0,12900,Aucune épargne,1,62.1,9.0,1,9,1,Incident de paiement signale ailleurs,0,0,Habitat/Réparation,65000,24,Caution solidaire,0.78,1
CSWA-02977,42,Femme,Urbaine,Célibataire,Aucun,1,Restauration/Transformation,7.6,106000,44000,44,0,34400,Régulière,3,93.3,5.0,1,7,1,Jamais emprunté ailleurs,0,0,Elevage,227000,12,Caution solidaire,0.62,0
CSWA-02978,61,Homme,Semi-urbaine,Marié(e),Secondaire,6,Transport,4.5,212000,154000,65,0,6600,Irrégulière,3,81.8,10.0,1,9,1,Bon payeur ailleurs (solde sans incident),0,0,Santé,516000,12,Caution solidaire,0.95,0
CSWA-02979,32,Femme,Rurale,Marié(e),Supérieur,5,Restauration/Transformation,8.5,142000,79000,135,1,144000,Irrégulière,1,92.5,8.0,1,9,1,Incident de paiement signale ailleurs,0,0,Intrants agricoles,290000,9,Aucune,0.81,0
CSWA-02980,41,Femme,Rurale,Célibataire,Supérieur,5,Commerce informel,6.8,156000,108000,161,1,319900,Régulière,1,79.9,18.0,1,12,1,Bon payeur ailleurs (solde sans incident),0,0,Equipement/Matériel,590000,6,Bien matériel,1.4,0
CSWA-02981,52,Femme,Rurale,Marié(e),Secondaire,2,Restauration/Transformation,3.3,68000,26000,30,0,29300,Irrégulière,1,71.0,10.0,1,7,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,125000,18,Caution solidaire,0.5,0
CSWA-02982,21,Homme,Rurale,Marié(e),Aucun,4,Autre service,3.7,102000,42000,26,0,19000,Régulière,3,84.7,1.0,1,12,1,Jamais emprunté ailleurs,0,0,Santé,117000,12,Aval d'un tiers,0.52,0
CSWA-02983,56,Homme,Rurale,Célibataire,Aucun,7,Agriculture,10.4,75000,30000,94,1,48900,Aucune épargne,0,,,1,3,1,Jamais emprunté ailleurs,0,0,Evénement social,119000,6,Bien matériel,0.7,0
CSWA-02984,57,Homme,Semi-urbaine,Marié(e),Aucun,4,Restauration/Transformation,1.3,54000,29000,168,0,48800,Aucune épargne,1,92.7,2.0,1,6,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,134000,3,Caution solidaire,1.46,1
CSWA-02985,52,Homme,Rurale,Marié(e),Primaire,3,Commerce informel,1.5,90000,39000,52,1,27500,Irrégulière,0,,,0,0,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,203000,12,Aval d'un tiers,0.64,0
CSWA-02986,49,Homme,Rurale,Célibataire,Primaire,3,Autre service,2.6,50000,18000,114,0,41700,Aucune épargne,1,38.0,1.0,1,11,1,Pret en cours ailleurs,3,309000,Equipement/Matériel,89000,12,Bien matériel,1.08,0
CSWA-02987,54,Femme,Urbaine,Veuf(ve),Aucun,3,Commerce informel,17.2,54000,43000,131,1,10600,Aucune épargne,2,98.5,5.0,1,8,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,118000,18,Caution solidaire,0.93,0
CSWA-02988,55,Homme,Semi-urbaine,Marié(e),Primaire,3,Agriculture,6.9,63000,46000,2,0,5600,Régulière,0,,,0,0,1,Pret en cours ailleurs,1,274000,Habitat/Réparation,72000,12,Caution solidaire,1.23,0
CSWA-02989,61,Femme,Urbaine,Célibataire,Primaire,1,Commerce informel,3.7,67000,42000,66,0,24600,Aucune épargne,0,,,1,16,1,Bon payeur ailleurs (solde sans incident),0,0,Elevage,159000,6,Caution solidaire,1.07,0
CSWA-02990,39,Homme,Rurale,Marié(e),Secondaire,4,Autre service,7.0,80000,57000,28,1,22500,Irrégulière,0,,,1,6,1,Pret en cours ailleurs,1,123000,Fonds de commerce,407000,6,Aucune,1.8,0
CSWA-02991,40,Homme,Semi-urbaine,Marié(e),Primaire,5,Artisanat,3.5,26000,13000,178,0,44500,Régulière,4,88.5,1.0,1,10,1,Jamais emprunté ailleurs,0,0,Habitat/Réparation,104000,9,Aucune,1.0,0
CSWA-02992,48,Femme,Urbaine,Marié(e),Primaire,2,Commerce informel,5.6,48000,34000,10,0,6400,Irrégulière,1,63.9,1.0,1,6,1,Bon payeur ailleurs (solde sans incident),0,0,Habitat/Réparation,79000,12,Aucune,0.86,0
CSWA-02993,28,Femme,Urbaine,Marié(e),Secondaire,4,Commerce informel,3.9,192000,117000,24,0,20500,Irrégulière,0,,,1,13,1,Pret en cours ailleurs,1,120000,Equipement/Matériel,755000,9,Bien matériel,1.16,1
CSWA-02994,59,Homme,Urbaine,Marié(e),Secondaire,2,Salarié secteur formel,6.8,140000,55000,139,0,273500,Irrégulière,1,61.4,1.0,1,8,1,Bon payeur ailleurs (solde sans incident),0,0,Equipement/Matériel,684000,6,Bien matériel,1.3,0
CSWA-02995,55,Femme,Rurale,Célibataire,Aucun,2,Commerce informel,4.8,110000,75000,29,0,31900,Régulière,0,,,1,10,1,Pret en cours ailleurs,3,118000,Elevage,401000,9,Aucune,1.23,0
CSWA-02996,48,Homme,Semi-urbaine,Marié(e),Aucun,2,Restauration/Transformation,3.7,102000,86000,46,1,44300,Irrégulière,2,74.7,1.0,1,9,1,Pret en cours ailleurs,2,189000,Education,274000,18,Aval d'un tiers,1.18,0
CSWA-02997,33,Homme,Semi-urbaine,Veuf(ve),Supérieur,3,Artisanat,5.6,76000,36000,100,1,64400,Aucune épargne,0,,,1,6,1,Bon payeur ailleurs (solde sans incident),0,0,Fonds de commerce,70000,12,Caution solidaire,0.56,0
CSWA-02998,35,Femme,Rurale,Marié(e),Secondaire,6,Transport,4.2,50000,18000,103,1,17100,Aucune épargne,0,,,1,7,0,Non consulté,0,0,Santé,159000,18,Bien matériel,0.56,0
CSWA-02999,39,Homme,Semi-urbaine,Célibataire,Aucun,2,Restauration/Transformation,4.2,60000,44000,180,1,4700,Irrégulière,0,,,1,7,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,230000,9,Bien matériel,1.21,0
CSWA-03000,50,Femme,Rurale,Marié(e),Primaire,3,Salarié secteur formel,2.0,123000,60000,154,1,161300,Aucune épargne,1,54.3,4.0,1,8,1,Bon payeur ailleurs (solde sans incident),0,0,Equipement/Matériel,513000,18,Aval d'un tiers,0.75,0
CSWA-03001,55,Homme,Semi-urbaine,Marié(e),Primaire,2,Commerce informel,6.7,60000,33000,151,1,124600,Aucune épargne,0,,,1,10,1,Bon payeur ailleurs (solde sans incident),0,0,Intrants agricoles,146000,9,Bien matériel,0.85,0
CSWA-03002,50,Femme,Urbaine,Célibataire,Aucun,7,Agriculture,20.4,208000,74000,163,0,432700,Irrégulière,0,,,1,7,0,Non consulté,0,0,Fonds de commerce,593000,24,Caution solidaire,0.49,0
CSWA-03003,62,Femme,Rurale,Célibataire,Aucun,4,Commerce informel,5.7,64000,24000,101,0,9500,Régulière,2,61.2,0.0,0,0,1,Bon payeur ailleurs (solde sans incident),0,0,Intrants agricoles,74000,18,Aval d'un tiers,0.45,0
CSWA-03004,64,Homme,Urbaine,Marié(e),Supérieur,1,Agriculture,4.4,68000,48000,152,1,50600,Irrégulière,0,,,1,10,1,Bon payeur ailleurs (solde sans incident),0,0,Evénement social,254000,36,Aucune,0.82,0
CSWA-03005,52,Homme,Urbaine,Marié(e),Primaire,4,Artisanat,4.5,84000,70000,128,1,79000,Aucune épargne,1,90.5,7.0,0,0,0,Non consulté,0,0,Fonds de commerce,390000,24,Caution solidaire,1.05,0
CSWA-03006,36,Femme,Rurale,Marié(e),Aucun,2,Artisanat,10.2,73000,47000,91,0,49800,Régulière,2,79.6,0.0,1,14,1,Jamais emprunté ailleurs,0,0,Habitat/Réparation,92000,12,Aval d'un tiers,0.76,0
CSWA-03007,47,Femme,Urbaine,Marié(e),Secondaire,3,Fonctionnaire,0.5,128000,99000,169,0,65900,Irrégulière,2,99.0,11.0,1,9,1,Pret en cours ailleurs,2,142000,Fonds de commerce,637000,18,Aucune,1.18,0
CSWA-03008,38,Femme,Rurale,Marié(e),Primaire,1,Fonctionnaire,5.8,219000,99000,26,0,58900,Aucune épargne,1,80.7,0.0,1,12,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,353000,6,Bien matériel,0.75,0
CSWA-03009,48,Femme,Rurale,Célibataire,Secondaire,6,Agriculture,5.0,36000,14000,70,0,18700,Irrégulière,1,83.7,4.0,1,8,0,Non consulté,0,0,Equipement/Matériel,108000,12,Aucune,0.67,0
CSWA-03010,57,Homme,Urbaine,Marié(e),Aucun,4,Restauration/Transformation,4.8,99000,52000,63,0,80700,Aucune épargne,0,,,1,8,1,Bon payeur ailleurs (solde sans incident),0,0,Equipement/Matériel,427000,18,Aval d'un tiers,0.79,0
CSWA-03011,36,Homme,Rurale,Marié(e),Aucun,2,Restauration/Transformation,5.5,91000,41000,98,0,35800,Irrégulière,2,91.4,5.0,1,10,0,Non consulté,0,0,Evénement social,172000,9,Caution solidaire,0.69,0
CSWA-03012,42,Femme,Rurale,Marié(e),Aucun,4,Autre service,2.8,121000,80000,61,0,100900,Aucune épargne,5,90.9,2.0,1,10,1,Incident de paiement signale ailleurs,0,0,Habitat/Réparation,657000,9,Bien matériel,1.34,0
CSWA-03013,21,Homme,Semi-urbaine,Divorcé(e),Supérieur,4,Commerce informel,2.8,61000,51000,77,0,58400,Aucune épargne,2,76.5,5.0,1,7,1,Jamais emprunté ailleurs,0,0,Equipement/Matériel,328000,6,Aval d'un tiers,1.84,1
CSWA-03014,53,Femme,Urbaine,Marié(e),Secondaire,3,Artisanat,1.8,121000,56000,179,1,138900,Irrégulière,1,85.2,13.0,1,9,1,Bon payeur ailleurs (solde sans incident),0,0,Habitat/Réparation,549000,12,Aval d'un tiers,0.89,0
CSWA-03015,42,Homme,Semi-urbaine,Marié(e),Secondaire,1,Agriculture,6.9,102000,82000,136,1,169300,Irrégulière,2,71.8,3.0,0,0,1,Jamais emprunté ailleurs,0,0,Evénement social,490000,24,Aval d'un tiers,1.03,0
CSWA-03016,40,Homme,Semi-urbaine,Marié(e),Aucun,5,Agriculture,0.8,87000,54000,146,1,122500,Aucune épargne,0,,,1,13,1,Bon payeur ailleurs (solde sans incident),0,0,Intrants agricoles,173000,6,Aval d'un tiers,0.99,1
CSWA-03017,44,Femme,Rurale,Célibataire,Secondaire,3,Artisanat,6.0,240000,96000,64,1,107300,Irrégulière,2,84.3,5.0,1,9,1,Pret en cours ailleurs,2,81000,Habitat/Réparation,1310000,18,Aucune,0.77,0
CSWA-03018,29,Femme,Rurale,Marié(e),Primaire,2,Commerce informel,3.7,105000,65000,59,1,48500,Irrégulière,1,65.7,2.0,1,9,1,Pret en cours ailleurs,2,327000,Equipement/Matériel,193000,9,Caution solidaire,1.13,1
CSWA-03019,47,Femme,Rurale,Marié(e),Secondaire,2,Commerce informel,2.7,63000,37000,93,1,49100,Irrégulière,3,88.7,11.0,0,0,1,Bon payeur ailleurs (solde sans incident),0,0,Elevage,171000,9,Aucune,0.93,0
CSWA-03020,54,Femme,Semi-urbaine,Marié(e),Primaire,1,Transport,5.6,188000,136000,75,0,51800,Régulière,1,91.8,7.0,1,8,1,Pret en cours ailleurs,1,99000,Fonds de commerce,319000,18,Caution solidaire,0.88,0
CSWA-03021,35,Femme,Urbaine,Veuf(ve),Secondaire,4,Commerce informel,4.0,107000,78000,118,1,32600,Aucune épargne,2,85.1,0.0,1,9,1,Bon payeur ailleurs (solde sans incident),0,0,Santé,347000,12,Caution solidaire,1.03,0
CSWA-03022,25,Femme,Semi-urbaine,Marié(e),Aucun,3,Agriculture,5.5,215000,144000,49,0,125100,Régulière,1,89.9,6.0,1,9,1,Bon payeur ailleurs (solde sans incident),0,0,Equipement/Matériel,1176000,18,Caution solidaire,1.01,0
CSWA-03023,37,Femme,Semi-urbaine,Marié(e),Aucun,1,Artisanat,2.9,29000,20000,26,1,1200,Régulière,0,,,1,11,0,Non consulté,0,0,Equipement/Matériel,117000,6,Caution solidaire,1.44,0
CSWA-03024,28,Femme,Rurale,Marié(e),Secondaire,2,Artisanat,6.4,69000,45000,73,1,52600,Régulière,1,85.2,15.0,1,5,1,Bon payeur ailleurs (solde sans incident),0,0,Santé,284000,9,Bien matériel,1.16,0
CSWA-03025,36,Femme,Rurale,Marié(e),Aucun,2,Restauration/Transformation,4.9,69000,32000,148,1,135100,Irrégulière,1,76.3,4.0,1,10,0,Non consulté,0,0,Fonds de commerce,233000,18,Aucune,0.67,0
CSWA-03026,48,Femme,Rurale,Marié(e),Aucun,1,Autre service,8.3,29000,24000,15,0,2900,Aucune épargne,1,73.2,3.0,1,16,1,Jamais emprunté ailleurs,0,0,Elevage,58000,12,Bien matériel,1.01,0
CSWA-03027,24,Femme,Semi-urbaine,Marié(e),Supérieur,2,Agriculture,2.0,89000,41000,16,1,16700,Irrégulière,2,95.2,9.0,1,6,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,74000,12,Bien matériel,0.54,0
CSWA-03028,54,Homme,Semi-urbaine,Marié(e),Aucun,5,Commerce informel,4.0,66000,43000,151,0,129600,Régulière,0,,,1,17,0,Non consulté,0,0,Fonds de commerce,245000,12,Caution solidaire,1.0,0
CSWA-03029,29,Femme,Urbaine,Marié(e),Primaire,3,Commerce informel,3.7,27000,20000,69,0,8400,Régulière,1,62.0,4.0,1,9,1,Incident de paiement signale ailleurs,0,0,Fonds de commerce,53000,6,Caution solidaire,1.11,0
CSWA-03030,61,Homme,Urbaine,Marié(e),Secondaire,1,Elevage,7.3,53000,21000,96,0,20400,Régulière,1,63.1,1.0,1,7,1,Jamais emprunté ailleurs,0,0,Habitat/Réparation,66000,12,Caution solidaire,0.51,0
CSWA-03031,53,Homme,Urbaine,Marié(e),Secondaire,3,Agriculture,9.5,173000,99000,138,1,194000,Aucune épargne,1,91.8,2.0,1,7,1,Incident de paiement signale ailleurs,0,0,Intrants agricoles,786000,6,Aval d'un tiers,1.42,0
CSWA-03032,31,Femme,Semi-urbaine,Marié(e),Aucun,2,Fonctionnaire,5.8,193000,70000,109,0,287200,Régulière,0,,,1,5,0,Non consulté,0,0,Evénement social,836000,18,Aval d'un tiers,0.63,0
CSWA-03033,45,Homme,Rurale,Marié(e),Primaire,4,Elevage,4.8,55000,25000,175,1,101300,Aucune épargne,0,,,1,6,1,Pret en cours ailleurs,1,176000,Fonds de commerce,176000,6,Aucune,1.34,1
CSWA-03034,24,Femme,Semi-urbaine,Marié(e),Primaire,2,Agriculture,8.3,54000,36000,36,0,5900,Régulière,1,75.2,1.0,1,6,1,Bon payeur ailleurs (solde sans incident),0,0,Fonds de commerce,235000,6,Caution solidaire,1.48,0
CSWA-03035,23,Femme,Rurale,Marié(e),Primaire,2,Salarié secteur formel,4.3,134000,108000,149,1,123800,Irrégulière,1,89.2,2.0,1,8,1,Bon payeur ailleurs (solde sans incident),0,0,Santé,506000,6,Caution solidaire,1.51,0
CSWA-03036,63,Homme,Urbaine,Célibataire,Secondaire,4,Transport,12.7,27000,14000,82,0,19600,Aucune épargne,0,,,1,11,0,Non consulté,0,0,Equipement/Matériel,107000,6,Caution solidaire,1.26,0
CSWA-03037,56,Femme,Semi-urbaine,Veuf(ve),Supérieur,4,Restauration/Transformation,3.3,112000,86000,23,0,14900,Irrégulière,1,93.9,13.0,0,0,1,Jamais emprunté ailleurs,0,0,Habitat/Réparation,291000,6,Caution solidaire,1.25,0
CSWA-03038,26,Homme,Rurale,Célibataire,Aucun,6,Elevage,1.2,30000,18000,84,1,8000,Irrégulière,4,84.9,12.0,0,0,1,Jamais emprunté ailleurs,0,0,Santé,113000,24,Bien matériel,0.78,0
CSWA-03039,32,Femme,Urbaine,Marié(e),Aucun,1,Commerce informel,2.0,199000,145000,91,1,221600,Régulière,0,,,1,8,1,Jamais emprunté ailleurs,0,0,Habitat/Réparation,782000,9,Bien matériel,1.22,0
CSWA-03040,28,Femme,Urbaine,Divorcé(e),Secondaire,7,Artisanat,4.1,116000,88000,18,0,21800,Aucune épargne,3,90.1,29.0,1,14,1,Bon payeur ailleurs (solde sans incident),0,0,Habitat/Réparation,172000,18,Caution solidaire,0.85,0
